prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
64	60	79437	11330	533746	533818	ortb	260	6577143.31517	12.3227245334	3358
64	56	69862	10867	533746	533757	ortb	290	6103137.36082	11.4357777593	3358
64	54	65574	10493	533746	533813	ortb	320	5866095.88365	10.9913732128	3358
64	53	62025	10064	533746	533763	ortb	350	5747540.14507	10.7684066712	3358
64	51	57475	9296	533746	533894	ortb	380	5510532.66789	10.3247826439	3358
64	48	52551	9039	533746	533755	ortb	410	5155191.45214	9.66267450674	3358
64	46	47949	8799	533746	533854	ortb	440	4918059.97496	9.21644317651	3358
64	40	44042	8619	533746	533864	ortb	470	4206853.54345	7.88189955979	3358
64	38	40730	8448	533746	533809	ortb	500	3969820.06627	7.43774134649	3358
64	35	37905	8284	533746	533748	ortb	530	3614424.85052	6.77377401515	3358
64	34	35514	8136	533746	533750	ortb	560	3495782.11193	6.5498550959	3358
64	34	33141	7983	533746	533764	ortb	590	3495795.11193	6.55003899512	3358
64	31	31088	7847	533746	533924	ortb	620	3140222.89617	5.88349795248	3358
64	29	29613	7743	533746	533832	ortb	650	2903232.419	5.43987187251	3358
64	28	28048	7630	533746	533752	ortb	680	2784680.68041	5.217376287	3358
64	28	26618	7498	533746	533800	ortb	710	2784709.68041	5.21771412267	3358
64	26	25400	7395	533746	533751	ortb	740	2547654.20324	4.7733104314	3358
64	24	24177	7293	533746	533797	ortb	770	2310658.72607	4.32954913587	3358
64	23	23152	7202	533746	533756	ortb	800	2192113.98748	4.10719750336	3358
64	21	22301	7147	533746	533762	ortb	830	1955171.51031	3.66385360546	3358
64	20	21536	7065	533746	533795	ortb	860	1836701.77172	3.4421399301	3358
64	19	20779	6994	533746	533762	ortb	890	1718075.03314	3.21914734383	3358
64	19	20020	6931	533746	533816	ortb	920	1718050.03314	3.21894971828	3358
64	18	19407	6871	533746	533831	ortb	950	1599670.29455	2.99791095222	3358
64	17	18848	6830	533746	533770	ortb	980	1481056.55596	2.7751043781	3358
64	17	18299	6802	533746	533791	ortb	1010	1481059.55596	2.77512559883	3358
64	17	17656	6723	533746	533955	ortb	1040	1481043.55596	2.77501242435	3358
64	15	17078	6653	533746	533932	ortb	1070	1244025.07879	2.3309619686	3358
64	15	16531	6584	533746	533756	ortb	1100	1244075.07879	2.33127406332	3358
64	14	16092	6551	533746	533760	ortb	1130	1125477.34021	2.10870561691	3358
64	14	15717	6508	533746	533753	ortb	1160	1125489.34021	2.1087755125	3358
64	14	15367	6460	533746	533792	ortb	1190	1125481.34021	2.10872891509	3358
64	14	15057	6438	533746	533897	ortb	1220	1125524.34021	2.10897939261	3358
64	14	14787	6404	533746	533793	ortb	1250	1125513.34021	2.10891531312	3358
64	13	14492	6364	533746	533899	ortb	1280	1006986.60162	1.88678502472	3358
64	13	14220	6320	533746	533747	ortb	1310	1007055.60162	1.88715829071	3358
64	12	13960	6291	533746	533750	ortb	1340	888497.863034	1.66485445939	3358
64	11	13674	6244	533746	533864	ortb	1370	770016.124448	1.4429343131	3358
16	0	300928	0	2134985	0	rand	2	0.0	0.0	3358
16	0	300928	13	2134985	19	rand	4	-19.0	-1.0	3358
16	0	300928	123	2134985	389	rand	6	-389.0	-1.0	3358
16	0	300928	332	2134985	1351	rand	8	-1351.0	-1.0	3358
16	0	300928	552	2134985	2555	rand	10	-2555.0	-1.0	3358
16	0	300928	819	2134985	4319	rand	12	-4319.0	-1.0	3358
16	0	300928	1277	2134985	8671	rand	14	-8671.0	-1.0	3358
16	0	300928	1828	2134985	14496	rand	16	-14496.0	-1.0	3358
16	0	300928	2433	2134985	22195	rand	18	-22195.0	-1.0	3358
16	0	300928	3267	2134985	34234	rand	20	-34234.0	-1.0	3358
16	0	300928	6258	2134985	85604	rand	25	-85604.0	-1.0	3358
16	1	300928	9757	2134985	155152	rand	30	-36637.2614138	-0.236137861026	3358
16	3	300928	12727	2134985	218013	rand	35	137531.215758	0.630839517636	3358
16	5	300928	15690	2134985	287487	rand	40	305086.692931	1.06121909141	3358
16	4	300928	18069	2134985	352684	rand	45	121374.954345	0.344146472039	3358
16	3	300928	20439	2134985	420324	rand	50	-64779.7842415	-0.154118689967	3358
16	4	300928	22868	2134985	495939	rand	55	-21880.0456554	-0.0441184211271	3358
16	7	300928	26037	2134985	622434	rand	60	207169.170103	0.332837168444	3358
16	8	300928	29615	2134985	779650	rand	65	168467.908689	0.216081457948	3358
16	8	300928	33269	2134985	961508	rand	70	-13390.0913108	-0.0139261361432	3358
16	9	300928	36953	2134985	1149450	rand	75	-82817.3527246	-0.0720495478051	3358
